t,u,v,w,T
29.8000000000003,3.344,0.84,0.023,14.642
29.8500000000003,3.115,0.894,0.119,14.635
29.9000000000003,3.203,0.814,0.12,14.679
29.9500000000003,3.038,0.781,0.232,14.73
30.0000000000003,3.255,0.71,0.172,14.811
30.0500000000003,3.415,0.704,0.132,14.825
30.1000000000003,3.256,0.707,0.218,14.832
30.1500000000003,3.307,0.597,0.141,14.784
30.2000000000003,3.266,0.724,0.193,14.767
30.2500000000003,3.411,0.663,0.13,14.679
30.3000000000003,3.237,0.572,0.201,14.735
30.3500000000003,3.259,0.589,0.143,14.864
30.4000000000003,3.256,0.543,0.216,14.894
30.4500000000003,3.247,0.501,0.169,14.901
30.5000000000003,3.153,0.578,0.214,14.539
30.5500000000003,3.267,0.61,0.252,14.695
30.6000000000003,3.073,0.562,0.173,14.563
30.6500000000003,2.987,0.675,0.096,14.573
30.7000000000003,2.661,0.801,-0.236,14.608
30.7500000000003,2.85,0.774,-0.315,14.64
30.8000000000003,2.714,0.936,-0.334,14.598
30.8500000000003,2.707,0.841,-0.373,14.632
30.9000000000003,3.022,0.683,-0.346,14.51
30.9500000000003,3.04,0.642,-0.457,14.398
31.0000000000003,2.947,0.761,-0.435,14.343
31.0500000000003,2.892,0.785,-0.308,14.336
31.1000000000003,2.965,0.708,-0.293,14.338
31.1500000000003,3.06,0.691,-0.307,14.358
31.2000000000003,2.914,0.682,-0.123,14.333
31.2500000000003,2.754,0.84,-0.482,14.294
31.3000000000003,2.956,1.115,-0.509,14.251
31.3500000000003,2.809,1.097,-0.458,14.272
31.4000000000003,3.058,0.969,-0.526,14.38
31.4500000000003,3.173,0.988,-0.419,14.398
31.5000000000003,3.305,0.763,-0.227,14.446
31.5500000000003,3.035,0.516,-0.197,14.578
31.6000000000003,3.077,0.558,-0.235,14.569
31.6500000000003,3.093,0.77,-0.247,14.434
31.7000000000003,3.002,0.742,-0.399,14.434
31.7500000000003,2.943,0.662,-0.36,14.393
31.8000000000003,2.954,0.757,-0.412,14.307
31.8500000000003,2.985,0.55,-0.41,14.59
31.9000000000003,2.921,0.535,-0.253,14.554
31.9500000000003,2.911,0.7,-0.157,14.434
32.0000000000003,2.668,0.777,-0.131,14.365
32.0500000000003,2.713,0.575,-0.182,14.454
32.1000000000003,2.443,0.851,-0.283,14.272
32.1500000000003,2.517,1.018,-0.413,14.214
32.2000000000003,2.796,0.805,-0.159,14.236
32.2500000000003,2.785,1.031,-0.111,14.251
32.3000000000003,2.856,1.036,-0.067,14.263
32.3500000000003,2.896,1.156,-0.008,14.273
32.4000000000003,2.859,1.06,0.108,14.251
32.4500000000003,2.684,1.043,0.111,14.224
32.5000000000003,2.759,1.048,0.05,14.226
32.5500000000003,2.897,1.443,0.014,14.356
32.6000000000003,2.907,1.222,-0.186,14.245
32.6500000000003,2.819,1.214,-0.088,14.241
32.7000000000003,2.823,1.25,-0.128,14.258
32.7500000000003,2.757,1.324,-0.04,14.365
32.8000000000003,2.822,1.261,0.061,14.338
32.8500000000003,2.875,1.165,0.073,14.382
32.9000000000003,2.699,1.367,0.167,14.229
32.9500000000003,2.534,1.44,0.116,14.231
33.0000000000003,2.672,1.404,0.038,14.273
33.0500000000003,2.683,1.376,0.096,14.307
33.1000000000003,2.667,1.297,0.117,14.434
33.1500000000003,2.672,1.286,0.097,14.398
33.2000000000003,2.664,1.312,0.08,14.402
33.2500000000003,2.572,1.335,0.084,14.287
33.3000000000002,2.577,1.261,0.154,14.201
33.3500000000002,2.517,1.191,0.131,14.206
33.4000000000002,2.538,1.215,0.07,14.248
33.4500000000002,2.532,1.156,0.081,14.223
33.5000000000002,2.516,1.059,0.177,14.223
33.5500000000002,2.483,1.135,0.112,14.226
33.6000000000002,2.462,1.186,0.056,14.295
33.6500000000002,2.359,1.28,0.1,14.316
33.7000000000002,2.536,1.169,0.139,14.256
33.7500000000002,2.596,1.109,0.215,14.15
33.8000000000002,2.606,1.148,0.169,14.204
33.8500000000002,2.508,1.186,0.135,14.238
33.9000000000002,2.549,1.321,0.126,14.283
33.9500000000002,2.579,1.253,0.087,14.36
34.0000000000002,2.638,1.249,0.138,14.209
34.0500000000002,2.757,1.357,0.155,14.282
34.1000000000002,2.697,1.383,0.28,14.234
34.1500000000002,2.718,1.247,0.208,14.343
34.2000000000002,2.717,1.125,0.171,14.321
34.2500000000002,2.68,1.151,0.156,14.336
34.3000000000002,2.716,1.116,0.068,14.348
34.3500000000002,2.637,1.083,0.066,14.37
34.4000000000002,2.657,1.04,-0.018,14.343
34.4500000000002,2.582,1.041,-0.075,14.37
34.5000000000002,2.547,0.97,-0.01,14.371
34.5500000000002,2.508,0.924,0.002,14.36
34.6000000000002,2.491,0.965,0.001,14.378
34.6500000000002,2.463,0.956,0.024,14.36
34.7000000000002,2.464,0.962,0.012,14.366
34.7500000000002,2.43,0.966,0.022,14.375
34.8000000000002,2.378,0.985,0.031,14.351
34.8500000000002,2.379,0.992,0.053,14.346
34.9000000000002,2.413,0.957,0.047,14.432
34.9500000000002,2.399,0.834,0.062,14.459
35.0000000000002,2.608,0.849,-0.036,14.405
35.0500000000001,2.695,0.864,-0.057,14.397
35.1000000000001,2.802,0.831,-0.029,14.537
35.1500000000001,2.605,1.048,0.049,14.431
35.2000000000001,2.729,1.036,-0.013,14.402
35.2500000000001,2.703,1.025,-0.028,14.419
35.3000000000001,2.75,0.996,0.019,14.434
35.3500000000001,2.693,0.973,0.053,14.448
35.4000000000001,2.673,0.909,0.05,14.459
35.4500000000001,2.628,0.974,0.071,14.464
35.5000000000001,2.72,1.004,-0.037,14.41
35.5500000000001,2.796,0.983,-0.014,14.409
35.6000000000001,2.703,0.922,0.06,14.448
35.6500000000001,2.735,0.904,0.055,14.466
35.7000000000001,2.678,0.915,0.045,14.502
35.7500000000001,2.697,0.869,0.11,14.451
35.8000000000001,2.644,0.913,0.086,14.451
35.8500000000001,2.7,0.883,0.023,14.422
35.9000000000001,2.78,0.874,0.046,14.42
35.9500000000001,2.698,0.87,0.011,14.392
36.0000000000001,2.665,0.92,0.041,14.349
36.0500000000001,2.625,0.885,0.054,14.339
36.1000000000001,2.633,0.934,0.168,14.414
36.1500000000001,2.491,0.961,0.107,14.348
36.2000000000001,2.539,0.852,0.147,14.316
36.2500000000001,2.463,0.909,0.273,14.155
36.3000000000001,2.489,0.877,0.259,14.048
36.3500000000001,2.489,0.942,0.419,14.13
36.4000000000001,2.507,0.876,0.242,14.177
36.4500000000001,2.508,0.933,0.133,14.185
36.5000000000001,2.546,0.943,0.205,14.214
36.5500000000001,2.587,1.015,0.16,14.314
36.6000000000001,2.583,0.945,0.135,14.346
36.6500000000001,2.577,0.978,0.088,14.334
36.7000000000001,2.575,0.966,0.128,14.196
36.7500000000001,2.517,1.026,0.186,14.148
36.8000000000001,2.549,1.029,0.193,14.092
36.85,2.608,0.98,0.173,14.148
36.9,2.608,1.005,0.231,14.221
36.95,2.667,0.978,0.228,14.414
37,2.644,0.928,0.229,14.431
37.05,2.625,0.976,0.235,14.431
37.1,2.644,0.963,0.178,14.437
37.15,2.717,0.995,0.177,14.343
37.2,2.718,0.965,0.209,14.327
37.25,2.595,1.026,0.105,14.42
37.3,2.694,0.933,0.138,14.446
37.35,2.751,0.947,0.154,14.333
37.4,2.744,0.928,0.268,14.27
37.45,2.53,1.021,0.223,14.361
37.5,2.539,1.047,0.265,14.287
37.55,2.591,1.046,0.244,14.239
37.6,2.483,1.039,0.204,14.223
37.65,2.552,1.03,0.216,14.209
37.7,2.486,1.125,0.245,14.211
37.75,2.585,0.998,0.225,14.429
37.8,2.701,0.913,0.269,14.407
37.85,2.585,0.864,0.295,14.415
37.9,2.67,0.906,0.274,14.449
37.95,2.598,0.888,0.232,14.454
38,2.63,0.99,0.239,14.41
38.05,2.668,1.045,0.221,14.409
38.1,2.72,0.912,0.134,14.366
38.15,2.868,0.825,0.139,14.375
38.2,2.82,0.802,0.143,14.383
38.25,2.822,0.829,0.145,14.365
38.3,2.81,0.759,0.012,14.373
38.35,2.743,0.762,-0.134,14.402
38.4,2.74,0.822,-0.072,14.407
38.45,2.684,0.695,-0.072,14.398
38.5,2.738,0.735,-0.091,14.385
38.55,2.684,0.678,-0.066,14.39
38.5999999999999,2.706,0.566,-0.021,14.356
38.6499999999999,2.703,0.662,-0.001,14.395
38.6999999999999,2.768,0.674,-0.019,14.444
38.7499999999999,2.698,0.702,0.021,14.436
38.7999999999999,2.658,0.722,0.077,14.432
38.8499999999999,2.676,0.711,0.045,14.456
38.8999999999999,2.601,0.767,0.066,14.456
38.9499999999999,2.567,0.781,0.054,14.42
38.9999999999999,2.586,0.87,0.142,14.333
39.0499999999999,2.549,0.86,0.06,14.338
39.0999999999999,2.542,0.757,0.034,14.392
39.1499999999999,2.528,0.798,0.067,14.432
39.1999999999999,2.543,0.933,0.125,14.289
39.2499999999999,2.598,0.996,0.019,14.368
39.2999999999999,2.671,0.829,0.041,14.363
39.3499999999999,2.612,0.84,-0.036,14.375
39.3999999999999,2.633,0.832,-0.049,14.42
39.4499999999999,2.671,0.769,0.042,14.383
39.4999999999999,2.578,0.806,0.028,14.439
39.5499999999999,2.632,0.812,0.035,14.446
39.5999999999999,2.575,0.846,0.083,14.424
39.6499999999999,2.584,0.872,0.122,14.39
39.6999999999999,2.596,0.979,0.124,14.419
39.7499999999999,2.583,0.943,0.14,14.503
39.7999999999999,2.535,0.955,0.124,14.524
39.8499999999999,2.612,0.913,0.153,14.53
39.8999999999999,2.542,0.897,0.177,14.505
39.9499999999999,2.493,0.805,0.137,14.304
39.9999999999999,2.566,0.837,0.106,14.199
40.0499999999999,2.555,0.828,0.131,14.182
40.0999999999999,2.622,0.845,0.139,14.233
40.1499999999999,2.603,0.855,0.146,14.239
40.1999999999999,2.674,0.862,0.116,14.314
40.2499999999999,2.72,0.836,0.123,14.312
40.2999999999999,2.706,0.88,0.14,14.319
40.3499999999998,2.751,0.785,0.152,14.317
40.3999999999998,2.757,0.887,0.124,14.317
40.4499999999998,2.704,0.883,0.146,14.295
40.4999999999998,2.703,0.895,0.156,14.326
40.5499999999998,2.687,0.919,0.143,14.331
40.5999999999998,2.734,0.924,0.161,14.321
40.6499999999998,2.775,0.914,0.15,14.338
40.6999999999998,2.808,0.92,0.123,14.36
40.7499999999998,2.77,0.932,0.122,14.36
40.7999999999998,2.852,0.811,0.101,14.382
40.8499999999998,2.816,0.742,0.092,14.361
40.8999999999998,2.793,0.716,0.04,14.392
40.9499999999998,2.702,0.783,0.009,14.36
40.9999999999998,2.737,0.795,0.068,14.311
41.0499999999998,2.76,0.855,0.058,14.299
41.0999999999998,2.745,0.827,0.107,14.312
41.1499999999998,2.78,0.805,0.123,14.348
41.1999999999998,2.753,0.779,0.097,14.375
41.2499999999998,2.745,0.741,0.105,14.363
41.2999999999998,2.67,0.769,0.117,14.327
41.3499999999998,2.745,0.776,0.135,14.292
41.3999999999998,2.699,0.715,0.174,14.295
41.4499999999998,2.749,0.749,0.161,14.297
41.4999999999998,2.719,0.706,0.141,14.3
41.5499999999998,2.72,0.766,0.147,14.273
41.5999999999998,2.759,0.753,0.166,14.272
41.6499999999998,2.72,0.791,0.184,14.25
41.6999999999998,2.735,0.789,0.119,14.239
41.7499999999998,2.813,0.756,0.156,14.177
41.7999999999998,2.925,0.918,0.166,14.209
41.8499999999998,2.874,0.892,0.143,14.14
41.8999999999998,2.911,0.954,0.147,14.152
41.9499999999998,2.837,1.043,0.134,14.158
41.9999999999998,2.793,0.789,0.047,14.204
42.0499999999998,2.736,0.832,0.056,14.201
42.0999999999997,2.712,0.925,0.067,14.116
42.1499999999997,2.703,0.732,0.098,14.168
42.1999999999997,2.638,0.725,0.079,14.172
42.2499999999997,2.707,0.642,0.035,14.174
42.2999999999997,2.71,0.697,0.077,14.219
42.3499999999997,2.792,0.623,0.058,14.221
42.3999999999997,2.837,0.609,0.068,14.211
42.4499999999997,2.867,0.647,-0.031,14.334
42.4999999999997,2.887,0.52,0.118,14.26
42.5499999999997,3.048,0.52,0.006,14.534
42.5999999999997,2.979,0.65,-0.058,14.564
42.6499999999997,3.161,0.664,0.008,14.53
42.6999999999997,3.325,0.617,0.022,14.507
42.7499999999997,3.25,0.607,0.086,14.872
42.7999999999997,3.23,0.71,0.014,14.889
42.8499999999997,3.226,0.6,0.023,14.971
42.8999999999997,3.278,0.751,0.146,14.982
42.9499999999997,3.505,0.706,0.163,14.969
42.9999999999997,3.422,0.788,0.086,14.962
43.0499999999997,3.501,0.863,0.126,14.999
43.0999999999997,3.518,0.844,0.28,14.886
43.1499999999997,3.251,0.683,0.181,15.013
43.1999999999997,3.515,0.791,0.175,15.06
43.2499999999997,3.447,0.811,0.116,15.03
43.2999999999997,3.295,0.85,0.079,15.071
43.3499999999997,3.276,1.079,0.131,15.06
43.3999999999997,3.212,0.662,0.108,15.093
43.4499999999997,3.343,0.68,0.032,15.074
43.4999999999997,3.318,0.678,0.009,15.116
43.5499999999997,3.278,0.707,0.02,15.118
43.5999999999997,3.146,0.601,-0.053,15.086
43.6499999999997,3.147,0.495,-0.147,15.072
43.6999999999997,3.099,0.526,-0.311,15.043
43.7499999999997,3.302,0.585,-0.257,15.042
43.7999999999997,3.188,0.417,-0.266,15.038
43.8499999999996,3.285,0.659,-0.032,14.974
43.8999999999996,3.27,0.794,0.059,15.057
43.9499999999996,3.405,0.733,0.1,15.081
43.9999999999996,3.434,0.842,0.077,15.06
44.0499999999996,3.362,0.828,0.196,15.016
44.0999999999996,3.412,0.981,0.142,14.933
44.1499999999996,3.57,0.892,0.077,14.905
44.1999999999996,3.482,0.962,-0.127,14.945
44.2499999999996,3.382,0.891,-0.089,14.984
44.2999999999996,3.451,0.754,-0.047,15.02
44.3499999999996,3.339,0.776,-0.085,15.03
44.3999999999996,3.317,0.808,-0.11,15.018
44.4499999999996,3.333,0.813,-0.197,15.064
44.4999999999996,3.424,0.77,-0.198,15.026
44.5499999999996,3.48,0.742,-0.162,15.03
44.5999999999996,3.476,0.776,-0.092,15.038
44.6499999999996,3.492,0.84,-0.064,15.038
44.6999999999996,3.377,0.955,-0.113,15.052
44.7499999999996,3.413,1.067,-0.064,15.043
44.7999999999996,3.495,1.138,0.119,15.026
44.8499999999996,3.565,0.97,0.005,15.021
44.8999999999996,3.587,1.031,-0.128,15.032
44.9499999999996,3.521,1.041,-0.045,15.037
44.9999999999996,3.448,1.093,-0.028,15.028
45.0499999999996,3.49,1.048,-0.085,14.994
45.0999999999996,3.437,1.148,-0.143,14.999
45.1499999999996,3.568,1.1,-0.163,14.982
45.1999999999996,3.388,0.957,-0.326,14.976
45.2499999999996,3.364,0.957,-0.343,14.969
45.2999999999996,3.499,1.083,-0.275,14.994
45.3499999999996,3.484,0.932,-0.334,14.991
45.3999999999996,3.617,0.739,-0.296,14.864
45.4499999999996,3.333,0.708,0.195,14.375
45.4999999999996,3.449,0.877,0.445,14.41
45.5499999999996,3.451,1.169,0.845,14.351
45.5999999999996,3.183,1.294,0.72,14.26
45.6499999999995,3.393,1.074,0.67,14.28
45.6999999999995,3.447,1.031,0.655,14.099
45.7499999999995,3.407,1.145,0.41,14.681
45.7999999999995,3.352,1.161,0.444,14.728
45.8499999999995,3.315,1.199,0.357,14.952
45.8999999999995,3.357,1.181,0.238,14.979
45.9499999999995,3.42,0.971,0.38,14.913
45.9999999999995,3.253,1.005,0.275,14.994
46.0499999999995,3.196,1.015,0.288,14.969
46.0999999999995,2.946,0.813,0.097,14.989
46.1499999999995,2.885,0.708,-0.049,14.949
46.1999999999995,3.035,0.649,-0.098,14.906
46.2499999999995,3.185,0.55,0.011,14.867
46.2999999999995,3.128,0.732,-0.106,14.852
46.3499999999995,3.222,0.631,0.045,14.798
46.3999999999995,3.18,0.311,-0.02,14.872
46.4499999999995,3.164,0.369,-0.078,14.832
46.4999999999995,3.145,0.349,0.147,14.849
46.5499999999995,3.103,0.326,0.168,14.818
46.5999999999995,3.049,0.444,0.149,14.84
46.6499999999995,3.214,0.4,0.101,14.742
46.6999999999995,3.219,0.397,-0.054,14.803
46.7499999999995,3.162,0.502,-0.062,14.808
46.7999999999995,3.092,0.56,-0.138,14.839
46.8499999999995,3.114,0.416,-0.181,14.852
46.8999999999995,3.201,0.351,-0.169,14.857
46.9499999999995,3.41,0.544,-0.259,14.876
46.9999999999995,3.42,0.49,-0.311,14.867
47.0499999999995,3.374,0.533,-0.348,14.871
47.0999999999995,3.389,0.506,-0.349,14.869
47.1499999999995,3.403,0.622,-0.315,14.883
47.1999999999995,3.233,0.684,-0.285,14.886
47.2499999999995,3.255,0.736,-0.181,14.901
47.2999999999995,3.069,0.609,-0.247,14.866
47.3499999999995,3.273,0.641,-0.161,14.872
47.3999999999994,3.299,0.653,-0.024,14.889
47.4499999999994,3.186,0.738,0.016,14.893
47.4999999999994,3.279,0.721,0.007,14.883
47.5499999999994,3.181,0.8,0.045,14.95
47.5999999999994,3.229,0.774,0.086,14.974
47.6499999999994,3.171,0.753,0.177,14.982
47.6999999999994,3.141,0.77,0.064,14.976
47.7499999999994,3.182,0.804,0.154,14.949
47.7999999999994,3.115,0.761,0.203,14.949
47.8499999999994,3.199,0.761,0.206,14.855
47.8999999999994,3.093,0.631,0.222,14.852
47.9499999999994,3.116,0.578,-0.169,14.891
47.9999999999994,3.015,0.493,-0.068,14.796
48.0499999999994,3.173,0.486,-0.113,14.744
48.0999999999994,3.245,0.471,-0.19,14.837
48.1499999999994,3.18,0.558,-0.301,14.842
48.1999999999994,3.326,0.507,-0.153,14.795
48.2499999999994,3.255,0.632,-0.201,14.784
48.2999999999994,3.161,0.663,-0.279,14.832
48.3499999999994,3.154,0.586,-0.403,14.857
48.3999999999994,3.366,0.596,-0.324,14.833
48.4499999999994,3.227,0.536,-0.368,14.839
48.4999999999994,3.263,0.55,-0.345,14.693
48.5499999999994,3.353,0.647,-0.312,14.791
48.5999999999994,3.281,0.645,-0.271,14.669
48.6499999999994,3.309,0.645,-0.37,14.82
48.6999999999994,3.415,0.664,-0.168,14.779
48.7499999999994,3.311,0.702,-0.128,14.756
48.7999999999994,3.409,0.627,-0.187,14.734
48.8499999999994,3.397,0.871,-0.269,14.522
48.8999999999994,3.35,0.783,-0.25,14.527
48.9499999999994,3.359,0.693,-0.188,14.635
48.9999999999994,3.236,0.759,-0.226,14.551
49.0499999999994,3.205,0.717,-0.212,14.466
49.0999999999994,3.183,0.611,-0.188,14.62
49.1499999999993,3.239,0.633,-0.191,14.62
49.1999999999993,3.224,0.547,-0.164,14.703
49.2499999999993,3.295,0.52,-0.155,14.754
49.2999999999993,3.311,0.588,-0.209,14.752
49.3499999999993,3.246,0.6,-0.235,14.728
49.3999999999993,3.222,0.637,-0.225,14.73
49.4499999999993,3.227,0.561,-0.283,14.725
49.4999999999993,3.155,0.58,-0.302,14.732
49.5499999999993,3.176,0.662,-0.292,14.705
49.5999999999993,3.028,0.685,-0.349,14.639
49.6499999999993,3.092,0.86,-0.314,14.453
49.6999999999993,3.025,0.959,-0.456,14.439
49.7499999999993,3.034,0.826,-0.427,14.422
49.7999999999993,3.096,0.786,-0.493,14.441
49.8499999999993,3.099,0.97,-0.481,14.371
49.8999999999993,2.932,0.941,-0.393,14.343
49.9499999999993,2.944,1.082,-0.262,14.348
49.9999999999993,2.873,1.115,-0.185,14.363
50.0499999999993,2.856,1.175,-0.197,14.358
50.0999999999993,2.817,0.896,-0.218,14.348
50.1499999999993,2.687,0.887,-0.076,14.256
50.1999999999993,2.465,1.031,-0.273,14.324
50.2499999999993,2.476,0.882,-0.186,14.202
50.2999999999993,2.434,0.752,-0.096,14.258
50.3499999999993,2.338,0.93,-0.234,14.184
50.3999999999993,2.348,0.828,-0.078,14.314
50.4499999999993,2.244,1.025,-0.133,14.319
50.4999999999993,2.363,1.043,-0.192,14.165
50.5499999999993,2.359,1.053,-0.271,14.158
50.5999999999993,2.488,1.251,-0.25,14.174
50.6499999999993,2.511,1.059,-0.13,14.17
50.6999999999993,2.523,1.212,-0.014,14.366
50.7499999999993,2.68,1.382,-0.028,14.48
50.7999999999993,2.569,1.249,0.026,14.544
50.8499999999993,2.503,1.213,-0.085,14.275
50.8999999999992,2.555,1.343,-0.074,14.167
50.9499999999992,2.664,1.226,-0.223,14.28
50.9999999999992,2.743,1.104,-0.216,14.302
51.0499999999992,2.733,1.018,-0.292,14.28
51.0999999999992,2.666,1.105,-0.214,14.304
51.1499999999992,2.661,1.07,-0.153,14.251
51.1999999999992,2.559,1.076,-0.165,14.258
51.2499999999992,2.517,1.166,-0.189,14.273
51.2999999999992,2.52,1.247,-0.199,14.201
51.3499999999992,2.526,1.467,0.085,14.331
51.3999999999992,2.466,1.359,-0.063,14.125
51.4499999999992,2.635,1.402,0.06,14.17
51.4999999999992,2.698,1.188,-0.064,14.126
51.5499999999992,2.627,0.998,-0.101,14.13
51.5999999999992,2.521,1.064,-0.048,14.14
51.6499999999992,2.516,0.974,-0.045,14.155
51.6999999999992,2.467,1.031,-0.039,14.199
51.7499999999992,2.507,1.085,-0.127,14.206
51.7999999999992,2.471,1.111,-0.151,14.19
51.8499999999992,2.661,1.077,-0.16,14.311
51.8999999999992,2.666,1.059,-0.234,14.431
51.9499999999992,2.625,1.038,-0.084,14.388
51.9999999999992,2.481,0.872,0.034,14.189
52.0499999999992,2.79,0.848,0.208,14.03
52.0999999999992,2.679,0.977,0.331,14.011
52.1499999999992,2.475,0.887,0.448,14.05
52.1999999999992,2.578,0.842,0.169,13.959
52.2499999999992,2.575,0.887,0.198,13.935
52.2999999999992,2.559,1.015,0.153,13.925
52.3499999999992,2.661,0.883,0.069,14.053
52.3999999999992,2.665,0.993,0.097,14.081
52.4499999999992,2.668,0.992,0.053,14.339
52.4999999999992,2.711,0.759,0.126,14.084
52.5499999999992,2.835,0.771,0.132,14.228
52.5999999999992,2.759,0.898,0.353,13.96
52.6499999999991,2.704,0.881,0.255,14.331
52.6999999999991,2.639,0.815,0.228,14.593
52.7499999999991,2.686,0.803,0.072,14.593
52.7999999999991,2.762,0.836,0.068,14.657
52.8499999999991,2.788,0.89,0.105,14.718
52.8999999999991,2.744,0.946,0.029,14.64
52.9499999999991,2.727,0.931,-0.045,14.652
52.9999999999991,2.7,0.873,-0.03,14.625
53.0499999999991,2.674,0.843,0.087,14.586
53.0999999999991,2.675,0.811,0.095,14.602
53.1499999999991,2.67,0.841,0.062,14.588
53.1999999999991,2.677,0.766,0.064,14.637
53.2499999999991,2.676,0.817,0.025,14.64
53.2999999999991,2.681,0.947,0.12,14.668
53.3499999999991,2.651,0.739,0.032,14.688
53.3999999999991,2.688,0.899,0.079,14.649
53.4499999999991,2.682,0.891,0.096,14.585
53.4999999999991,2.627,0.97,0.117,14.481
53.5499999999991,2.585,0.911,0.116,14.534
53.5999999999991,2.688,0.91,0.109,14.456
53.6499999999991,2.797,1.186,0.106,14.505
53.6999999999991,2.707,1.103,0.09,14.502
53.7499999999991,2.648,1.023,0.108,14.512
53.7999999999991,2.763,1.171,0.082,14.551
53.8499999999991,2.671,1.049,0.152,14.515
53.8999999999991,2.762,1.205,0.114,14.4
53.9499999999991,2.778,1.185,0.141,14.564
53.9999999999991,2.703,1.18,-0.064,14.566
54.0499999999991,2.727,1.056,-0.06,14.52
54.0999999999991,2.877,1.017,-0.098,14.426
54.1499999999991,2.84,1.043,-0.094,14.441
54.1999999999991,2.977,1.071,0.163,14.275
54.2499999999991,2.753,1.023,0.171,14.371
54.2999999999991,2.814,0.849,0.193,14.331
54.3499999999991,2.893,0.878,0.185,14.305
54.3999999999991,2.944,0.886,0.27,14.353
54.449999999999,2.913,1.059,0.303,14.294
54.499999999999,2.975,0.882,0.217,14.395
54.549999999999,2.92,0.886,0.058,14.466
54.599999999999,2.918,1.122,0.094,14.492
54.649999999999,3.062,0.893,0.07,14.503
54.699999999999,2.931,1.093,0.068,14.556
54.749999999999,2.879,0.95,0.14,14.502
54.799999999999,2.942,1.005,0.086,14.507
54.849999999999,2.964,0.887,0.181,14.439
54.899999999999,3.106,0.897,0.441,14.441
54.949999999999,3.056,0.858,0.016,14.47
54.999999999999,3.06,0.925,0.046,14.497
55.049999999999,3.015,0.938,0.084,14.485
55.099999999999,3.078,1.013,0.15,14.488
55.149999999999,3.171,0.825,0.251,14.47
55.199999999999,2.927,0.788,0.368,14.448
55.249999999999,2.977,0.971,0.259,14.463
55.299999999999,3.112,0.856,0.438,14.407
55.349999999999,3.07,0.93,0.312,14.492
55.399999999999,3.16,0.862,0.299,14.407
55.449999999999,3.157,0.876,0.354,14.395
55.499999999999,3.109,0.907,0.452,14.448
55.549999999999,3.114,0.902,0.387,14.466
55.599999999999,3.103,0.854,0.367,14.47
55.649999999999,3.001,0.797,0.217,14.502
55.699999999999,3.085,0.822,0.313,14.498
55.749999999999,3.053,0.821,0.214,14.524
55.799999999999,2.984,0.834,0.013,14.527
55.849999999999,3.085,0.698,0.071,14.512
55.899999999999,2.989,0.907,0.119,14.53
55.949999999999,2.988,0.718,0.074,14.49
55.999999999999,3.002,0.855,0.026,14.473
56.049999999999,3.124,0.748,0.013,14.492
56.099999999999,2.985,0.705,0.004,14.505
56.149999999999,2.894,0.704,0.032,14.502
56.1999999999989,2.993,0.619,-0.001,14.493
56.2499999999989,2.877,0.618,-0.116,14.498
