t,u,v,w,T
1572.54999999912,2.124,-0.142,0.167,13.587
1572.59999999912,2.116,-0.118,0.177,13.57
1572.64999999912,2.126,-0.167,0.178,13.55
1572.69999999912,2.082,-0.121,0.206,13.563
1572.74999999912,2.093,-0.053,0.205,13.567
1572.79999999912,2.17,-0.136,0.215,13.658
1572.84999999912,2.244,-0.086,-0.063,13.692
1572.89999999912,2.274,-0.117,-0.06,13.756
1572.94999999912,2.285,-0.168,-0.01,13.746
1572.99999999912,2.362,-0.162,-0.039,13.822
1573.04999999912,2.411,-0.118,-0.062,13.795
1573.09999999912,2.477,-0.182,-0.057,13.736
1573.14999999912,2.507,-0.188,-0.113,13.749
1573.19999999912,2.489,-0.166,-0.059,13.714
1573.24999999912,2.503,-0.148,-0.061,13.761
1573.29999999912,2.454,-0.325,-0.086,13.79
1573.34999999912,2.431,-0.353,-0.068,13.764
1573.39999999912,2.17,-0.425,-0.063,13.754
1573.44999999912,2.194,-0.577,0.189,13.754
1573.49999999912,2.144,-0.468,0.125,13.773
1573.54999999912,2.293,-0.371,0.122,13.702
1573.59999999912,2.293,-0.444,0.162,13.639
1573.64999999912,2.272,-0.339,0.221,13.606
1573.69999999912,2.264,-0.217,0.183,13.575
1573.74999999912,2.181,-0.28,0.173,13.614
1573.79999999912,2.144,-0.395,0.156,13.634
1573.84999999912,2.107,-0.411,0.157,13.607
1573.89999999912,2.067,-0.43,0.193,13.612
1573.94999999912,2.059,-0.354,0.287,13.628
1573.99999999912,2.001,-0.116,0.308,13.607
1574.04999999912,2.029,-0.056,0.323,13.577
1574.09999999912,2.01,-0.026,0.367,13.587
1574.14999999912,1.974,-0.004,0.355,13.575
1574.19999999912,2.01,0.056,0.34,13.427
1574.24999999912,2.051,0.047,0.318,13.41
1574.29999999912,2.042,0.005,0.347,13.447
1574.34999999912,2.039,-0.152,0.203,13.448
1574.39999999912,2.093,-0.185,0.23,13.584
1574.44999999912,2.187,-0.171,0.241,13.697
1574.49999999912,2.324,-0.086,0.201,13.717
1574.54999999912,2.309,-0.091,0.217,13.781
1574.59999999912,2.333,-0.136,0.204,13.807
1574.64999999912,2.272,-0.163,0.191,13.825
1574.69999999912,2.301,-0.201,0.191,13.817
1574.74999999912,2.278,-0.255,0.136,13.798
1574.79999999912,2.312,-0.247,0.105,13.768
1574.84999999912,2.335,-0.359,0.11,13.786
1574.89999999912,2.403,-0.303,0.088,13.775
1574.94999999912,2.41,-0.28,-0.006,13.783
1574.99999999912,2.389,-0.306,0.048,13.759
1575.04999999912,2.399,-0.304,-0.014,13.791
1575.09999999912,2.348,-0.377,-0.106,13.844
1575.14999999912,2.433,-0.396,0.015,13.83
1575.19999999912,2.362,-0.338,-0.019,13.817
1575.24999999912,2.294,-0.338,-0.019,13.832
1575.29999999912,2.364,-0.377,-0.096,13.785
1575.34999999912,2.309,-0.363,-0.043,13.808
1575.39999999912,2.154,-0.2,0.076,13.766
1575.44999999911,2.202,-0.267,0.099,13.768
1575.49999999911,2.093,-0.273,0.11,13.773
1575.54999999911,2.17,-0.266,0.165,13.769
1575.59999999911,2.191,-0.241,0.189,13.778
1575.64999999911,2.142,-0.145,0.072,13.786
1575.69999999911,2.172,-0.167,-0.005,13.807
1575.74999999911,2.133,-0.24,0.007,13.803
1575.79999999911,2.125,-0.264,0.093,13.778
1575.84999999911,2.168,-0.253,-0.023,13.791
1575.89999999911,2.178,-0.222,-0.042,13.778
1575.94999999911,2.245,-0.138,-0.045,13.747
1575.99999999911,2.233,-0.125,-0.013,13.739
1576.04999999911,2.248,-0.104,-0.02,13.714
1576.09999999911,2.124,-0.135,0.002,13.705
1576.14999999911,2.076,-0.168,0.034,13.677
1576.19999999911,2.04,-0.017,0.056,13.688
1576.24999999911,2.161,-0.124,0.148,13.717
1576.29999999911,2.267,-0.06,0.206,13.695
1576.34999999911,2.166,-0.142,0.299,13.644
1576.39999999911,2.121,-0.089,0.197,13.626
1576.44999999911,2.113,-0.134,0.189,13.658
1576.49999999911,2.099,-0.154,0.176,13.638
1576.54999999911,2.024,-0.19,0.137,13.693
1576.59999999911,2.13,-0.13,0.154,13.736
1576.64999999911,2.151,-0.138,0.034,13.775
1576.69999999911,2.252,-0.115,0.051,13.768
1576.74999999911,2.207,-0.099,0.009,13.768
1576.79999999911,2.192,-0.22,-0.013,13.758
1576.84999999911,2.22,-0.195,0.013,13.729
1576.89999999911,2.251,-0.256,-0.003,13.727
1576.94999999911,2.159,-0.201,-0.031,13.736
1576.99999999911,2.208,-0.266,-0.045,13.715
1577.04999999911,2.199,-0.282,-0.021,13.714
1577.09999999911,2.161,-0.28,-0.007,13.7
1577.14999999911,2.153,-0.304,-0.008,13.671
1577.19999999911,2.128,-0.28,-0.006,13.646
1577.24999999911,2.129,-0.282,-0.02,13.601
1577.29999999911,2.123,-0.345,-0.002,13.65
1577.34999999911,2.125,-0.296,0.032,13.604
1577.39999999911,2.138,-0.382,0.032,13.633
1577.44999999911,2.184,-0.399,0.051,13.646
1577.49999999911,2.107,-0.398,0.076,13.663
1577.54999999911,2.186,-0.42,0.139,13.636
1577.59999999911,2.246,-0.405,0.058,13.705
1577.64999999911,2.351,-0.356,0.057,13.742
1577.69999999911,2.315,-0.432,0.02,13.726
1577.74999999911,2.393,-0.398,0.004,13.671
1577.79999999911,2.438,-0.275,0.076,13.658
1577.84999999911,2.411,-0.321,-0.013,13.71
1577.89999999911,2.468,-0.322,-0.001,13.7
1577.94999999911,2.416,-0.292,-0.015,13.704
1577.99999999911,2.459,-0.327,-0.043,13.736
1578.04999999911,2.366,-0.258,-0.037,13.734
1578.09999999911,2.484,-0.213,-0.043,13.783
1578.14999999911,2.596,-0.417,-0.08,13.699
1578.19999999911,2.537,-0.436,-0.056,13.643
1578.24999999911,2.542,-0.491,0.106,13.612
1578.29999999911,2.562,-0.458,0.112,13.597
1578.34999999911,2.458,-0.518,0.141,13.599
1578.39999999911,2.505,-0.526,0.214,13.594
1578.44999999911,2.54,-0.484,0.181,13.677
1578.49999999911,2.417,-0.426,0.18,13.785
1578.54999999911,2.313,-0.345,0.126,13.854
1578.59999999911,2.316,-0.313,0.075,13.984
1578.64999999911,2.481,-0.243,0.038,13.959
1578.69999999911,2.488,-0.28,0.058,13.96
1578.74999999911,2.49,-0.381,0.128,13.947
1578.79999999911,2.475,-0.386,0.167,13.954
1578.84999999911,2.399,-0.325,0.092,13.96
1578.89999999911,2.422,-0.376,0.043,13.971
1578.94999999911,2.383,-0.333,0.139,13.967
1578.99999999911,2.414,-0.361,0.026,13.979
1579.04999999911,2.49,-0.406,0.17,13.952
1579.09999999911,2.4,-0.384,0.144,13.938
1579.14999999911,2.534,-0.37,0.103,13.913
1579.19999999911,2.582,-0.298,0.128,13.827
1579.24999999911,2.589,-0.298,0.049,13.879
1579.29999999911,2.513,-0.249,-0.009,13.911
1579.34999999911,2.569,-0.201,-0.001,13.844
1579.39999999911,2.654,-0.235,-0.087,13.834
1579.44999999911,2.674,-0.241,0.033,13.763
1579.49999999911,2.498,-0.192,0.013,13.808
1579.54999999911,2.484,-0.176,0.054,13.786
1579.59999999911,2.473,-0.258,0.004,13.761
1579.64999999911,2.473,-0.324,0.097,13.771
1579.69999999911,2.451,-0.34,0.121,13.776
1579.74999999911,2.481,-0.301,0.174,13.776
1579.79999999911,2.495,-0.335,0.161,13.785
1579.84999999911,2.438,-0.363,0.14,13.783
1579.89999999911,2.405,-0.426,0.078,13.768
1579.94999999911,2.339,-0.429,-0.099,13.741
1579.99999999911,2.316,-0.631,-0.121,13.719
1580.04999999911,2.519,-0.627,0.094,13.737
1580.09999999911,2.403,-0.458,0.086,13.759
1580.14999999911,2.385,-0.651,-0.004,13.707
1580.19999999911,2.385,-0.613,0.021,13.729
1580.24999999911,2.363,-0.652,0.056,13.695
1580.29999999911,2.389,-0.627,0.064,13.746
1580.34999999911,2.318,-0.613,0.043,13.729
1580.39999999911,2.247,-0.595,0.008,13.719
1580.44999999911,2.237,-0.57,-0.024,13.746
1580.49999999911,2.303,-0.558,0.012,13.714
1580.54999999911,2.213,-0.558,0.064,13.736
1580.59999999911,2.202,-0.553,0.098,13.715
1580.64999999911,2.256,-0.586,0.132,13.714
1580.69999999911,2.33,-0.488,0.165,13.624
1580.74999999911,2.406,-0.536,0.197,13.454
1580.79999999911,2.379,-0.478,0.226,13.503
1580.84999999911,2.388,-0.517,0.276,13.432
1580.89999999911,2.29,-0.468,0.178,13.482
1580.94999999911,2.427,-0.518,0.159,13.707
1580.99999999911,2.459,-0.578,0.15,13.744
1581.04999999911,2.416,-0.463,-0.029,13.775
1581.09999999911,2.486,-0.44,-0.101,13.798
1581.14999999911,2.599,-0.486,-0.013,13.759
1581.19999999911,2.466,-0.344,-0.014,13.763
1581.24999999911,2.568,-0.482,0.081,13.795
1581.29999999911,2.407,-0.368,0.048,13.864
1581.34999999911,2.378,-0.424,-0.026,13.84
1581.39999999911,2.585,-0.507,0.024,13.847
1581.44999999911,2.572,-0.572,0.027,13.869
1581.49999999911,2.501,-0.534,0.104,13.881
1581.54999999911,2.475,-0.561,0.195,13.846
1581.59999999911,2.532,-0.553,0.21,13.776
1581.64999999911,2.384,-0.498,0.216,13.817
1581.69999999911,2.442,-0.527,0.244,13.839
1581.74999999911,2.45,-0.524,0.218,13.822
1581.79999999911,2.46,-0.471,0.132,13.866
1581.84999999911,2.561,-0.497,0.141,13.922
1581.89999999911,2.573,-0.56,0.031,13.928
1581.94999999911,2.552,-0.54,0.009,13.932
1581.99999999911,2.618,-0.567,-0.01,13.901
1582.04999999911,2.568,-0.515,-0.025,13.824
1582.09999999911,2.563,-0.397,-0.033,13.797
1582.14999999911,2.582,-0.386,0.001,13.798
1582.19999999911,2.602,-0.398,-0.055,13.768
1582.24999999911,2.579,-0.379,-0.093,13.751
1582.29999999911,2.579,-0.347,-0.083,13.737
1582.34999999911,2.586,-0.324,-0.071,13.764
1582.39999999911,2.565,-0.309,-0.09,13.729
1582.44999999911,2.563,-0.396,-0.037,13.773
1582.49999999911,2.494,-0.419,0.002,13.959
1582.54999999911,2.57,-0.51,-0.038,13.955
1582.59999999911,2.619,-0.631,0.045,13.971
1582.64999999911,2.629,-0.625,0.036,13.927
1582.69999999911,2.507,-0.576,0.032,13.935
1582.74999999911,2.436,-0.544,0.066,13.901
1582.79999999911,2.354,-0.581,-0.012,13.871
1582.84999999911,2.461,-0.477,0.024,13.891
1582.89999999911,2.503,-0.379,0.083,13.93
1582.94999999911,2.489,-0.517,-0.055,13.971
1582.99999999911,2.55,-0.508,0.079,13.981
1583.04999999911,2.525,-0.472,0.113,13.871
1583.09999999911,2.552,-0.456,0.108,13.8
1583.14999999911,2.546,-0.475,0.116,13.81
1583.19999999911,2.535,-0.49,0.125,13.822
1583.24999999911,2.578,-0.476,0.147,13.732
1583.29999999911,2.628,-0.46,0.142,13.709
1583.34999999911,2.578,-0.444,0.14,13.707
1583.39999999911,2.582,-0.484,0.104,13.693
1583.44999999911,2.546,-0.443,0.137,13.668
1583.49999999911,2.564,-0.417,0.064,13.766
1583.54999999911,2.556,-0.454,0.052,13.785
1583.59999999911,2.516,-0.501,0.065,13.83
1583.64999999911,2.485,-0.464,0.105,13.825
1583.69999999911,2.488,-0.483,0.094,13.861
1583.74999999911,2.475,-0.487,0.067,13.812
1583.79999999911,2.425,-0.437,0.018,13.83
1583.84999999911,2.395,-0.397,-0.029,13.8
1583.89999999911,2.378,-0.4,0.013,13.812
1583.94999999911,2.442,-0.364,0.025,13.808
1583.99999999911,2.327,-0.382,-0.016,13.834
1584.04999999911,2.378,-0.417,0.015,13.829
1584.09999999911,2.382,-0.438,0.066,13.805
1584.14999999911,2.309,-0.4,0.057,13.812
1584.19999999911,2.337,-0.403,0.049,13.819
1584.24999999911,2.275,-0.412,0.09,13.81
1584.29999999911,2.316,-0.373,0.044,13.803
1584.34999999911,2.379,-0.358,0.023,13.788
1584.39999999911,2.337,-0.324,0.056,13.766
1584.44999999911,2.376,-0.271,0.059,13.778
1584.49999999911,2.37,-0.297,0.074,13.785
1584.54999999911,2.358,-0.252,0.062,13.805
1584.59999999911,2.379,-0.282,0.045,13.783
1584.64999999911,2.403,-0.359,0.084,13.724
1584.69999999911,2.334,-0.358,0.044,13.682
1584.74999999911,2.224,-0.529,0.121,13.695
1584.79999999911,2.253,-0.533,0.159,13.666
1584.84999999911,2.336,-0.477,0.146,13.641
1584.89999999911,2.26,-0.433,0.052,13.67
1584.94999999911,2.269,-0.3,0.022,13.7
1584.99999999911,2.154,-0.278,0.047,13.705
1585.04999999911,2.19,-0.323,0.104,13.695
1585.09999999911,2.143,-0.419,0.211,13.643
1585.14999999911,2.179,-0.436,0.211,13.626
1585.19999999911,2.218,-0.36,0.264,13.614
1585.24999999911,2.191,-0.38,0.291,13.619
1585.29999999911,2.132,-0.289,0.29,13.65
1585.34999999911,2.039,-0.118,0.141,13.653
1585.39999999911,2.033,-0.135,-0.034,13.677
1585.44999999911,2.124,-0.235,-0.001,13.705
1585.49999999911,2.206,-0.115,-0.102,13.614
1585.54999999911,2.173,-0.161,-0.083,13.555
1585.59999999911,2.287,-0.301,0.015,13.602
1585.64999999911,2.161,-0.215,0.065,13.599
1585.69999999911,2.197,-0.068,0.021,13.557
1585.74999999911,2.32,0.005,0.017,13.511
1585.79999999911,2.356,-0.04,-0.049,13.514
1585.84999999911,2.381,0.083,0.111,13.558
1585.89999999911,2.244,-0.019,0.134,13.568
1585.94999999911,2.224,-0.044,0.125,13.548
1585.99999999911,2.175,-0.13,0.079,13.497
1586.04999999911,2.175,-0.175,0.101,13.497
1586.09999999911,2.133,-0.107,0.129,13.496
1586.14999999911,2.207,-0.001,0.147,13.538
1586.19999999911,2.405,0.115,0.179,13.688
1586.24999999911,2.421,-0.132,0.305,13.707
1586.29999999911,2.592,-0.081,0.268,13.732
1586.34999999911,2.481,0.038,0.227,13.851
1586.39999999911,2.529,0.087,0.153,13.812
1586.4499999991,2.452,0.047,0.064,13.812
1586.4999999991,2.435,0.235,0.037,13.835
1586.5499999991,2.333,0.191,0.046,13.847
1586.5999999991,2.296,-0.007,0.016,13.808
1586.6499999991,2.424,0.036,0.056,13.758
1586.6999999991,2.406,-0.177,0.17,13.759
1586.7499999991,2.434,-0.192,0.228,13.766
1586.7999999991,2.444,-0.094,0.157,13.741
1586.8499999991,2.418,0.001,0.089,13.726
1586.8999999991,2.473,-0.018,0.025,13.722
1586.9499999991,2.448,-0.118,0.009,13.72
1586.9999999991,2.303,0.023,-0.065,13.719
1587.0499999991,2.286,0.111,0.01,13.717
1587.0999999991,2.468,-0.071,0.02,13.541
1587.1499999991,2.295,-0.192,0.169,13.514
1587.1999999991,2.286,-0.139,0.339,13.428
1587.2499999991,2.127,-0.06,0.28,13.42
1587.2999999991,2.123,-0.315,0.266,13.403
1587.3499999991,2.015,-0.199,0.293,13.399
1587.3999999991,1.974,-0.271,0.292,13.406
1587.4499999991,2.02,-0.223,0.281,13.418
1587.4999999991,1.907,-0.104,0.317,13.427
1587.5499999991,1.97,-0.09,0.267,13.433
1587.5999999991,1.913,-0.091,0.298,13.435
1587.6499999991,1.952,-0.1,0.298,13.428
1587.6999999991,1.931,-0.108,0.332,13.418
1587.7499999991,2.02,0.051,0.393,13.418
1587.7999999991,1.992,-0.004,0.375,13.411
1587.8499999991,1.944,0.079,0.414,13.388
1587.8999999991,1.923,0.09,0.356,13.349
1587.9499999991,2.014,-0.002,0.345,13.349
1587.9999999991,1.934,-0.004,0.3,13.324
1588.0499999991,1.982,-0.012,0.301,13.411
1588.0999999991,1.786,0.054,0.313,13.416
1588.1499999991,1.789,-0.001,0.17,13.541
1588.1999999991,1.837,-0.085,0.132,13.624
1588.2499999991,1.891,-0.144,0.207,13.526
1588.2999999991,1.86,-0.201,0.317,13.425
1588.3499999991,1.883,-0.144,0.194,13.595
1588.3999999991,1.939,-0.235,0.119,13.624
1588.4499999991,1.982,-0.248,0.165,13.653
1588.4999999991,1.946,-0.285,0.25,13.562
1588.5499999991,2.02,-0.333,0.188,13.565
1588.5999999991,2.055,-0.526,0.196,13.489
1588.6499999991,2.024,-0.475,0.318,13.474
1588.6999999991,1.818,-0.452,0.195,13.513
1588.7499999991,2.147,-0.366,0.024,13.541
1588.7999999991,2.222,-0.494,0.028,13.602
1588.8499999991,2.171,-0.635,-0.032,13.606
1588.8999999991,2.157,-0.632,-0.016,13.54
1588.9499999991,2.23,-0.538,-0.065,13.496
1588.9999999991,2.144,-0.382,-0.083,13.508
1589.0499999991,2.231,-0.219,-0.033,13.518
1589.0999999991,2.263,-0.287,0.025,13.533
1589.1499999991,2.14,-0.375,0.21,13.528
1589.1999999991,2.029,-0.28,0.313,13.513
1589.2499999991,1.969,-0.191,0.366,13.484
1589.2999999991,1.99,-0.161,0.401,13.469
1589.3499999991,2.079,-0.176,0.387,13.526
1589.3999999991,2.205,-0.205,0.308,13.491
1589.4499999991,2.2,-0.311,0.312,13.447
1589.4999999991,2.164,-0.177,0.227,13.46
1589.5499999991,2.102,-0.29,0.184,13.504
1589.5999999991,2.42,-0.14,0.14,13.621
1589.6499999991,2.54,-0.09,0.118,13.682
1589.6999999991,2.511,-0.061,0.194,13.631
1589.7499999991,2.51,-0.173,0.112,13.707
1589.7999999991,2.471,-0.104,0.154,13.756
1589.8499999991,2.51,-0.217,0.201,13.754
1589.8999999991,2.493,-0.221,0.252,13.769
1589.9499999991,2.407,-0.184,0.254,13.773
1589.9999999991,2.327,-0.122,0.385,13.786
1590.0499999991,2.417,-0.178,0.219,13.803
1590.0999999991,2.404,-0.003,0.215,13.871
1590.1499999991,2.36,-0.139,0.15,13.886
1590.1999999991,2.382,-0.057,0.196,13.918
1590.2499999991,2.315,-0.145,-0.054,13.891
1590.2999999991,2.293,-0.179,-0.012,13.884
1590.3499999991,2.327,-0.253,0.034,13.846
1590.3999999991,2.523,-0.196,0.009,13.813
1590.4499999991,2.655,-0.424,0.02,13.68
1590.4999999991,2.51,-0.515,0.032,13.631
1590.5499999991,2.466,-0.522,0.013,13.683
1590.5999999991,2.553,-0.35,0.001,13.751
1590.6499999991,2.444,-0.572,0.086,13.653
1590.6999999991,2.369,-0.598,0.118,13.612
1590.7499999991,2.341,-0.498,0.122,13.582
1590.7999999991,2.427,-0.446,0.099,13.643
1590.8499999991,2.433,-0.412,0.162,13.739
1590.8999999991,2.408,-0.534,0.114,13.763
1590.9499999991,2.441,-0.557,0.078,13.781
1590.9999999991,2.361,-0.627,0.025,13.769
1591.0499999991,2.278,-0.618,-0.007,13.783
1591.0999999991,2.322,-0.666,-0.123,13.83
1591.1499999991,2.434,-0.563,-0.122,13.881
1591.1999999991,2.508,-0.632,-0.153,13.878
1591.2499999991,2.501,-0.682,-0.133,13.864
1591.2999999991,2.538,-0.795,-0.101,13.808
1591.3499999991,2.501,-0.726,-0.096,13.791
1591.3999999991,2.569,-0.718,-0.126,13.736
1591.4499999991,2.561,-0.678,-0.12,13.753
1591.4999999991,2.624,-0.605,-0.083,13.854
1591.5499999991,2.702,-0.511,-0.041,13.837
1591.5999999991,2.629,-0.702,-0.082,13.832
1591.6499999991,2.547,-0.632,-0.004,13.839
1591.6999999991,2.429,-0.678,-0.034,13.819
1591.7499999991,2.355,-0.618,-0.008,13.775
1591.7999999991,2.385,-0.589,-0.054,13.78
1591.8499999991,2.437,-0.452,-0.161,13.817
1591.8999999991,2.296,-0.559,-0.071,13.791
1591.9499999991,2.251,-0.569,-0.176,13.783
1591.9999999991,2.256,-0.549,-0.172,13.78
1592.0499999991,2.274,-0.524,-0.193,13.803
1592.0999999991,2.275,-0.624,-0.2,13.756
1592.1499999991,2.224,-0.543,-0.222,13.837
1592.1999999991,2.147,-0.593,-0.172,13.764
1592.2499999991,2.153,-0.75,-0.173,13.709
1592.2999999991,2.128,-0.655,-0.209,13.768
1592.3499999991,2.124,-0.741,-0.217,13.739
1592.3999999991,2.127,-0.748,-0.204,13.739
1592.4499999991,2.198,-0.794,-0.149,13.655
1592.4999999991,2.145,-0.727,-0.165,13.764
1592.5499999991,2.082,-0.725,-0.205,13.766
1592.5999999991,2.073,-0.752,-0.164,13.744
1592.6499999991,2.023,-0.722,-0.116,13.685
1592.6999999991,2.037,-0.782,-0.105,13.692
1592.7499999991,2.095,-0.823,-0.055,13.656
1592.7999999991,2.145,-0.854,-0.062,13.624
1592.8499999991,2.035,-0.625,0.187,13.715
1592.8999999991,2.079,-0.56,0.206,13.707
1592.9499999991,2.171,-0.474,0.194,13.695
1592.9999999991,2.137,-0.498,0.264,13.678
1593.0499999991,2.138,-0.503,0.25,13.668
1593.0999999991,2.177,-0.532,0.264,13.66
1593.1499999991,2.152,-0.593,0.28,13.599
1593.1999999991,2.197,-0.643,0.254,13.606
1593.2499999991,2.145,-0.669,0.287,13.619
1593.2999999991,2.089,-0.662,0.157,13.585
1593.3499999991,2.124,-0.641,0.082,13.589
1593.3999999991,2.061,-0.677,0.109,13.579
1593.4499999991,2.001,-0.657,0.075,13.575
1593.4999999991,2.003,-0.632,0.042,13.568
1593.5499999991,1.966,-0.647,0.048,13.56
1593.5999999991,1.899,-0.647,0.063,13.56
1593.6499999991,1.863,-0.717,0.036,13.572
1593.6999999991,1.78,-0.723,-0.029,13.776
1593.7499999991,1.894,-0.66,0.097,13.688
1593.7999999991,1.741,-0.572,0.117,13.72
1593.8499999991,1.816,-0.525,0.23,13.53
1593.8999999991,1.872,-0.448,0.322,13.575
1593.9499999991,1.959,-0.472,0.305,13.612
1593.9999999991,1.952,-0.473,0.301,13.619
1594.0499999991,1.968,-0.536,0.319,13.606
1594.0999999991,1.926,-0.475,0.312,13.57
1594.1499999991,1.972,-0.452,0.238,13.555
1594.1999999991,1.911,-0.348,0.261,13.575
1594.2499999991,1.96,-0.387,0.291,13.567
1594.2999999991,1.905,-0.351,0.331,13.57
1594.3499999991,1.918,-0.323,0.4,13.568
1594.3999999991,1.747,-0.434,0.343,13.572
1594.4499999991,1.762,-0.374,0.266,13.575
1594.4999999991,1.816,-0.347,0.269,13.555
1594.5499999991,2.012,-0.362,0.272,13.526
1594.5999999991,1.924,-0.436,0.238,13.523
1594.6499999991,1.957,-0.42,0.212,13.54
1594.6999999991,1.913,-0.54,0.132,13.538
1594.7499999991,2.01,-0.446,0.064,13.516
1594.7999999991,2.046,-0.396,0.093,13.508
1594.8499999991,1.921,-0.366,0.068,13.499
1594.8999999991,1.908,-0.22,0.097,13.487
1594.9499999991,1.863,-0.187,0.026,13.536
1594.9999999991,1.887,-0.223,0.043,13.501
1595.0499999991,2.012,-0.148,-0.069,13.533
1595.0999999991,2.063,-0.205,-0.001,13.531
1595.1499999991,2.019,-0.277,0.04,13.504
1595.1999999991,1.97,-0.301,0.017,13.511
1595.2499999991,1.993,-0.31,0.08,13.47
1595.2999999991,1.975,-0.198,0.124,13.455
1595.3499999991,1.926,-0.199,0.1,13.467
1595.3999999991,2.16,-0.313,-0.015,13.462
1595.4499999991,1.995,-0.185,-0.015,13.563
1595.4999999991,2.035,-0.153,0.106,13.533
1595.5499999991,1.953,-0.139,0.064,13.557
1595.5999999991,1.887,-0.193,0.146,13.548
1595.6499999991,1.925,-0.285,0.037,13.514
1595.6999999991,2.007,-0.102,-0.034,13.46
1595.7499999991,2.02,-0.109,-0.102,13.447
1595.7999999991,2.069,-0.282,0.011,13.44
1595.8499999991,2.075,-0.299,0.062,13.44
1595.8999999991,2.046,-0.368,0.169,13.433
1595.9499999991,1.987,-0.436,0.264,13.421
1595.9999999991,1.822,-0.498,0.323,13.421
1596.0499999991,1.82,-0.579,0.306,13.448
1596.0999999991,1.871,-0.535,0.353,13.492
1596.1499999991,1.849,-0.495,0.256,13.427
1596.1999999991,1.889,-0.618,0.211,13.432
1596.2499999991,1.842,-0.628,0.218,13.374
1596.2999999991,1.808,-0.537,0.216,13.367
1596.3499999991,1.927,-0.581,0.109,13.362
1596.3999999991,1.851,-0.489,0.246,13.413
1596.4499999991,1.852,-0.55,0.117,13.413
1596.4999999991,1.894,-0.451,-0.046,13.367
1596.5499999991,1.974,-0.373,-0.07,13.492
1596.5999999991,1.982,-0.447,-0.069,13.717
1596.6499999991,2.003,-0.461,-0.069,13.714
1596.6999999991,2.102,-0.591,-0.013,13.671
1596.7499999991,1.986,-0.579,-0.029,13.699
1596.7999999991,2.2,-0.618,-0.062,13.702
1596.8499999991,2.139,-0.55,-0.048,13.663
1596.8999999991,2.078,-0.608,-0.001,13.663
1596.9499999991,2.041,-0.639,-0.025,13.572
1596.9999999991,2.062,-0.477,-0.064,13.584
1597.0499999991,2.068,-0.481,-0.085,13.53
1597.0999999991,2.011,-0.354,-0.054,13.486
1597.1499999991,1.989,-0.378,-0.017,13.501
1597.1999999991,1.933,-0.348,-0.005,13.506
1597.2499999991,1.901,-0.384,0.05,13.513
1597.2999999991,2.063,-0.371,0.215,13.481
1597.3499999991,1.885,-0.337,0.404,13.479
1597.3999999991,1.938,-0.377,0.225,13.427
1597.44999999909,1.918,-0.389,0.193,13.462
1597.49999999909,1.959,-0.271,0.104,13.508
1597.54999999909,2.011,-0.327,0.06,13.425
1597.59999999909,2.078,-0.218,0.014,13.266
1597.64999999909,2.097,-0.198,-0.013,13.246
1597.69999999909,2.105,-0.224,-0.108,13.629
1597.74999999909,2.168,-0.244,-0.196,13.846
1597.79999999909,2.075,-0.278,-0.06,13.813
1597.84999999909,2.151,-0.294,-0.001,13.893
1597.89999999909,2.158,-0.372,0.005,13.908
1597.94999999909,2.177,-0.342,0.109,13.791
1597.99999999909,2.269,-0.277,0.082,13.822
1598.04999999909,2.301,-0.21,0.091,13.889
1598.09999999909,2.37,-0.259,0.123,13.927
1598.14999999909,2.383,-0.357,0.096,13.881
1598.19999999909,2.489,-0.363,-0.069,13.988
1598.24999999909,2.511,-0.294,-0.05,13.998
1598.29999999909,2.554,-0.47,-0.126,13.998
1598.34999999909,2.523,-0.395,-0.057,13.955
1598.39999999909,2.45,-0.471,-0.001,13.977
1598.44999999909,2.385,-0.265,0.086,13.915
1598.49999999909,2.237,-0.327,0.094,13.982
1598.54999999909,2.359,-0.412,0.027,13.994
1598.59999999909,2.347,-0.419,0.032,14.004
1598.64999999909,2.3,-0.598,0.04,13.962
1598.69999999909,2.359,-0.683,0.087,13.922
1598.74999999909,2.342,-0.597,0.044,13.979
1598.79999999909,2.421,-0.497,0.05,13.925
1598.84999999909,2.486,-0.568,0.242,13.883
1598.89999999909,2.472,-0.434,0.198,13.879
1598.94999999909,2.523,-0.454,0.119,13.807
1598.99999999909,2.552,-0.433,0.075,13.79
1599.04999999909,2.385,-0.682,0.002,13.849
1599.09999999909,2.303,-0.695,0.043,13.842
1599.14999999909,2.197,-0.819,0.094,13.834
1599.19999999909,2.202,-0.687,-0.188,13.884
1599.24999999909,2.349,-0.62,-0.194,13.819
1599.29999999909,2.516,-0.679,0.026,13.793
1599.34999999909,2.281,-0.601,0.17,13.793
1599.39999999909,2.226,-0.654,0.265,13.84
1599.44999999909,2.275,-0.655,0.256,13.835
1599.49999999909,2.499,-0.907,0.26,13.846
1599.54999999909,2.614,-0.848,0.09,13.879
1599.59999999909,2.68,-0.841,-0.136,13.857
1599.64999999909,2.651,-0.743,-0.029,13.847
1599.69999999909,2.423,-0.738,-0.07,13.798
1599.74999999909,2.341,-0.656,-0.005,13.797
1599.79999999909,2.902,-0.616,0.022,13.79
1599.84999999909,2.807,-0.394,-0.09,13.798
1599.89999999909,2.772,-0.255,0.007,13.873
1599.94999999909,2.72,-0.364,-0.015,13.795
1599.99999999909,2.721,-0.567,-0.01,13.766
1600.04999999909,2.481,-0.741,-0.036,13.815
1600.09999999909,2.315,-0.472,-0.03,13.808
1600.14999999909,2.49,-0.205,-0.075,13.775
